Date,Open,High,Low,Close,Adj Close,Volume
2015-05-21,35.029999,35.299999,30,31.25,31.25,270300
2015-05-22,32.029999,38.029999,32,34.939999,34.939999,322800
2015-05-25,35,37.470001,35,37.259998,37.259998,117800
2015-05-26,36,37.689999,36,36.919998,36.919998,96800
2015-05-27,37.82,38.549999,33.599998,34.5,34.5,159100
2015-05-28,34.599998,34.599998,33.139999,34,34,38400
2015-05-29,33.709999,34.25,33.349998,33.52,33.52,22800
2015-06-01,33.619999,34.380001,33.43,34.240002,34.240002,11400
2015-06-02,34.720001,34.720001,33.130001,33.130001,33.130001,7300
2015-06-04,34.990002,34.990002,31.879999,33.450001,33.450001,32200
2015-06-05,33.970001,33.98,33.099998,33.98,33.98,4300
2015-06-08,33.98,34.110001,33.5,33.639999,33.639999,4800
2015-06-10,34.830002,34.990002,34.369999,34.5,34.5,11600
2015-06-11,35.5,37.650002,35.5,37.650002,37.650002,23900
2015-06-12,38.919998,41.5,38.669998,41.450001,41.450001,61800
2015-06-15,42,46.990002,41.360001,43.5,43.5,87300
2015-06-16,44.889999,47.200001,44.689999,46.950001,46.950001,62300
2015-06-17,48.799999,51.919998,47.009998,47.189999,47.189999,106700
2015-06-18,47.200001,47.200001,42,43.5,43.5,83200
2015-06-19,44.439999,44.724998,40,43.200001,43.200001,56500
2015-06-22,44.689999,47.490002,44.68,45.5,45.5,43100
2015-06-23,47.130001,47.200001,43.41,43.41,43.41,27500
2015-06-24,44.490002,46.220001,42.5,44.599998,44.599998,22800
2015-06-25,44.990002,45.150002,42.900002,43.299999,43.299999,14400
2015-06-26,43.450001,43.450001,40.599998,41.200001,41.200001,25000
2015-06-29,40.34,41.450001,38.66,38.77,38.77,25400
2015-06-30,38.990002,42.740002,38.990002,42.380001,42.380001,22800
2015-07-02,39.68,40.060001,38.599998,39.25,39.25,28000
2015-07-03,39,40.07,39,39.799999,39.799999,6800
2015-07-06,38.450001,39.950001,38.450001,38.459999,38.459999,9300
2015-07-07,38.459999,39.009998,36.41,39.009998,39.009998,23300
2015-07-08,39,39,37.049999,37.049999,37.049999,24200
2015-07-09,37.650002,38.5,36.700001,37.25,37.25,8500
2015-07-10,38.419998,38.5,37.150002,37.48,37.48,13100
2015-07-13,38,39.549999,38,38.75,38.75,14200
2015-07-14,39.619999,39.790001,39.049999,39.450001,39.450001,17200
2015-07-15,39.990002,39.990002,37.5,37.900002,37.900002,16400
2015-07-16,38.009998,38.470001,37.5,38,38,5100
2015-07-17,38.5,41.900002,38,41.900002,41.900002,39700
2015-07-20,41.889999,44,41.5,43.639999,43.639999,31200
2015-07-21,44.16,44.889999,41.73,43,43,24500
2015-07-22,41.889999,43.490002,41,42.060001,42.060001,14000
2015-07-23,43.290001,44.75,42.75,42.830002,42.830002,12400
2015-07-24,43.84,45.369999,43.560001,43.560001,43.560001,20200
2015-07-27,42.990002,43.91,41.82,42.860001,42.860001,10100
2015-07-28,42.860001,44.580002,42.540001,44.25,44.25,11200
2015-07-29,43.950001,44.799999,43.200001,44.52,44.52,13900
2015-07-30,50,52,47.970001,49.5,49.5,84800
2015-07-31,48.02,49.720001,47.740002,48.880001,48.880001,25200
2015-08-04,50.68,53.5,50.400002,50.400002,50.400002,44700
2015-08-05,50.560001,52.5,50.16,50.380001,50.380001,22300
2015-08-06,49.98,50.75,46.259998,47.32,47.32,42900
2015-08-07,47.529999,47.529999,45.009998,46.509998,46.509998,17100
2015-08-10,47.200001,47.25,42.869999,43.060001,43.060001,19800
2015-08-11,42.919998,46.709999,42.919998,46.049999,46.049999,19600
2015-08-14,47.18,47.18,44.799999,45.474998,45.474998,13000
2015-08-18,44.32,44.549999,42.52,42.52,42.52,14300
2015-08-19,42.25,42.25,40.27,40.91,40.91,28300
2015-08-20,40.91,40.91,38.259998,38.580002,38.580002,27800
2015-08-21,37.75,39.299999,36,36.68,36.68,29200
2015-08-24,31.049999,37.419998,30.5,35,35,100900
2015-08-25,37.549999,39.5,35.889999,36.029999,36.029999,43700
2015-08-26,37.91,37.990002,35.099998,37.650002,37.650002,29400
2015-08-27,37.799999,39.150002,37.279999,37.57,37.57,22100
2015-08-28,37.349998,38.25,36.709999,36.990002,36.990002,15900
2015-08-31,37,37.889999,36,36.709999,36.709999,14700
2015-09-04,36.400002,36.400002,35,35.5,35.5,5900
2015-09-08,36.299999,36.490002,35.459999,35.509998,35.509998,6500
2015-09-09,36,37.689999,34.369999,34.380001,34.380001,26200
2015-09-15,36.490002,37.5,36,37.220001,37.220001,10700
2015-09-17,39.490002,49.849998,39.279999,47.25,47.25,165200
2015-09-18,47.5,48.75,45.040001,46.939999,46.939999,99800
2015-09-22,45.48,45.779999,43.630001,44.48,44.48,52800
2015-09-23,45.139999,46,43.830002,44.73,44.73,32900
2015-09-24,44.619999,45.5,42.880001,44.459999,44.459999,60100
2015-09-25,45.080002,47.450001,44.23,45.209999,45.209999,62700
2015-09-28,45.09,45.209999,43.48,44.25,44.25,64100
2015-09-29,43.040001,45.41,43.040001,45.25,45.25,31300
2015-09-30,46.029999,47.650002,45.330002,46.66,46.66,18200
2015-10-26,41.700001,41.700001,40.5,41.02,41.02,29500
2015-10-27,40.509998,41.139999,39.490002,40.869999,40.869999,40700
2015-10-28,41,41.150002,40.119999,41.150002,41.150002,22200
2015-10-29,41.130001,41.91,39.700001,41.610001,41.610001,25900
2015-11-04,43.990002,44.240002,38.939999,41.5,41.5,114500
2015-11-26,35.970001,36.75,35.5,36.360001,36.360001,22300
2015-12-14,34,34.139999,33.299999,33.549999,33.549999,17300
2015-12-21,35.700001,36.060001,33.639999,34.139999,34.139999,39900
2015-12-22,34.119999,34.549999,33.880001,34.43,34.43,21900
2015-12-24,34.610001,35.25,34.59,34.990002,34.990002,4500
2015-12-31,36.209999,36.25,34.939999,35.599998,35.599998,18300
2016-01-04,35.48,36,34.150002,35.919998,35.919998,36600
2016-01-05,36.16,36.82,35.240002,35.450001,35.450001,50000
2016-01-06,35.130001,35.66,34,35.610001,35.610001,18700
2016-01-07,35.57,35.75,34.75,34.759998,34.759998,28200
2016-01-08,34.889999,35.700001,34.889999,35.150002,35.150002,18200
2016-01-11,35.369999,35.369999,33.5,33.889999,33.889999,38700
2016-01-18,28.18,28.93,28.15,28.59,28.59,10900
2016-01-19,30.74,31.290001,29.5,29.559999,29.559999,55100
2016-01-20,29.49,30.309999,27.200001,29.73,29.73,51600
2016-01-21,29.440001,33.299999,29.440001,32.599998,32.599998,76500
2016-01-22,33.450001,33.48,32.049999,32.700001,32.700001,35400
2016-01-25,33.290001,33.709999,32.299999,33.099998,33.099998,39100
2016-01-26,33.279999,33.279999,31.75,32.509998,32.509998,22100
2016-02-01,33.060001,33.060001,32.099998,32.720001,32.720001,10000
2016-02-02,32.689999,33.009998,31.200001,31.76,31.76,39900
2016-02-03,31.77,31.77,30.360001,31.67,31.67,84000
2016-02-04,32.16,32.52,31.440001,32.23,32.23,54400
2016-02-08,29.209999,29.879999,27.809999,28.440001,28.440001,53800
2016-02-09,28.030001,29,27.34,27.530001,27.530001,22900
2016-02-16,28.959999,29.639999,27.639999,28.48,28.48,266300
2016-02-17,28.959999,34.259998,28.959999,30.700001,30.700001,190800
2016-02-18,31.49,31.5,28.299999,28.34,28.34,146700
2016-02-19,28.780001,28.780001,27.5,28.34,28.34,85100
2016-02-22,28.719999,29.200001,28.32,29.16,29.16,54200
2016-02-23,29.51,29.51,27,27.709999,27.709999,68000
2016-02-24,27.889999,28.950001,27.27,28.709999,28.709999,59800
2016-02-25,29.030001,29.58,28.379999,29.379999,29.379999,38900
2016-02-29,29.92,30.9,29.639999,30.129999,30.129999,152400
2016-03-01,30.120001,30.620001,29.9,30.41,30.41,44700
2016-03-02,30.469999,32.740002,30.4,32.529999,32.529999,75200
2016-03-03,32.560001,34.41,31.75,32.610001,32.610001,83400
2016-03-07,33.950001,34.389999,33.029999,34.240002,34.240002,69300
2016-03-08,34.990002,36.150002,34.82,35.880001,35.880001,103900
2016-03-09,36.360001,36.360001,34.529999,34.59,34.59,73600
2016-03-10,35.27,35.27,33.650002,34.029999,34.029999,59100
2016-03-14,35.939999,35.939999,34.889999,35.279999,35.279999,40900
2016-03-15,35.290001,35.290001,34.34,34.59,34.59,50400
2016-03-16,34.669998,35.490002,34.25,35.16,35.16,41900
2016-03-17,35.02,35.490002,34.700001,35.220001,35.220001,29400
2016-03-18,36.150002,37.48,35.799999,36.990002,36.990002,121100
2016-03-21,37.41,37.549999,36.16,36.669998,36.669998,53200
2016-03-22,36.66,36.77,35.310001,35.84,35.84,80000
2016-03-23,35.669998,35.950001,34.43,34.580002,34.580002,47900
2016-03-24,35.990002,36.41,34.950001,35.849998,35.849998,35300
2016-03-28,36.68,36.68,35.52,36.369999,36.369999,40400
2016-03-29,36.57,36.880001,36.200001,36.599998,36.599998,32500
2016-03-31,36.5,36.919998,35.959999,36.720001,36.720001,44100
2016-04-01,36.650002,37.259998,36.200001,37.029999,37.029999,56400
2016-04-04,37.52,39.09,37.52,38.119999,38.119999,93500
2016-04-05,38.369999,38.369999,37.709999,37.900002,37.900002,33400
2016-04-06,37.950001,38.950001,37.919998,38.66,38.66,33600
2016-04-08,38.5,38.860001,38.049999,38.330002,38.330002,25600
2016-04-11,39.310001,39.310001,38.07,38.110001,38.110001,40700
2016-04-12,38.099998,38.43,37.799999,37.950001,37.950001,43800
2016-04-14,38.59,39.779999,38.259998,39.779999,39.779999,47200
2016-04-18,39.990002,40.84,39.220001,40.349998,40.349998,52600
2016-04-20,40.880001,40.900002,39.849998,39.849998,39.849998,44800
2016-04-21,40,40.32,39.860001,40.18,40.18,24500
2016-04-22,40.16,40.52,39.5,40.25,40.25,30000
2016-04-25,40.619999,40.619999,39.099998,39.59,39.59,30400
2016-04-26,39.75,39.77,39.060001,39.759998,39.759998,21100
2016-04-27,40.099998,40.27,39.529999,40.189999,40.189999,30200
2016-04-28,40.25,40.299999,39.709999,39.889999,39.889999,27400
2016-04-29,39.889999,40.360001,39.73,39.939999,39.939999,35100
2016-05-02,39.799999,39.799999,38.75,39.419998,39.419998,101100
2016-05-03,39.330002,39.700001,38.900002,39.189999,39.189999,32600
2016-05-04,39,39.59,36,38.189999,38.189999,201800
2016-05-05,38.23,38.23,36.25,36.779999,36.779999,142600
2016-05-06,36.389999,36.66,35.52,35.91,35.91,69100
2016-05-09,35.810001,35.810001,33.5,34.369999,34.369999,81500
2016-05-10,34.310001,34.639999,33.880001,34.459999,34.459999,57600
2016-05-16,34.09,34.200001,33.549999,33.709999,33.709999,44800
2016-05-17,33.939999,34.790001,33.709999,34.59,34.59,49400
2016-05-18,34.950001,35.450001,34.110001,34.369999,34.369999,65100
2016-05-19,34.34,34.5,33.799999,34.02,34.02,56900
2016-05-20,34.380001,34.66,34.150002,34.25,34.25,32900
2016-05-25,35.82,36.900002,35.549999,36.709999,36.709999,70900
2016-05-26,36.93,36.93,35.830002,36.009998,36.009998,57400
2016-05-30,37.73,38.810001,37.279999,38.200001,38.200001,61700
2016-05-31,37.990002,38.580002,37.400002,38.470001,38.470001,500300
2016-06-01,39.400002,41,39.18,40.57,40.57,255100
2016-06-02,40.610001,40.610001,38.98,39.119999,39.119999,90300
2016-06-06,38.759998,38.759998,38.02,38.43,38.43,36100
2016-06-07,38.52,38.639999,37.77,38.139999,38.139999,29500
2016-06-08,38.080002,38.540001,37.759998,38.25,38.25,29600
2016-06-09,38.439999,38.439999,37.32,37.439999,37.439999,27500
2016-06-10,37.27,37.27,35.900002,36.119999,36.119999,43900
2016-06-13,36.060001,36.23,35.540001,35.82,35.82,46400
2016-06-14,35.759998,37.360001,35.759998,37.32,37.32,36200
2016-06-15,37.57,38,37.009998,37.099998,37.099998,42400
2016-06-16,37.599998,37.599998,36.400002,36.709999,36.709999,36200
2016-06-17,36.619999,37.450001,36.349998,37.259998,37.259998,53800
2016-06-20,37.650002,38.540001,36.950001,38.139999,38.139999,191000
2016-06-21,38.130001,38.419998,37.759998,38.25,38.25,116000
2016-06-22,38.43,38.43,37.810001,38.240002,38.240002,38500
2016-06-23,38.560001,40.240002,37.970001,39.869999,39.869999,102000
2016-06-24,38,39,37.02,37.860001,37.860001,82800
2016-06-27,37.880001,37.880001,34.450001,35.509998,35.509998,98300
2016-06-30,39.580002,40.389999,38.950001,39.759998,39.759998,65200
2016-07-04,40.5,40.799999,39.619999,40.18,40.18,26000
2016-07-05,40.130001,40.130001,39.290001,39.610001,39.610001,41600
2016-07-06,39.400002,39.889999,39.150002,39.68,39.68,43300
2016-07-07,39.639999,39.700001,39.34,39.48,39.48,32900
2016-07-11,40.43,41.900002,40.43,41.799999,41.799999,57200
2016-07-12,41.639999,43.200001,41.639999,42.360001,42.360001,114400
2016-07-13,42.59,42.919998,41.400002,41.470001,41.470001,39900
2016-07-14,41.990002,42,41.150002,41.41,41.41,33400
2016-07-15,41.5,42,41.150002,41.799999,41.799999,34500
2016-07-18,42.5,42.720001,41.549999,41.720001,41.720001,30600
2016-07-19,42.23,43.540001,42,43.32,43.32,90800
2016-07-20,42.77,43.880001,42.77,43.200001,43.200001,64600
2016-07-21,43.240002,43.57,42.110001,42.849998,42.849998,28700
2016-07-22,43.240002,44,42.580002,43.18,43.18,44700
2016-07-25,43.41,43.689999,43,43.130001,43.130001,25300
2016-07-26,43.349998,43.349998,42.09,42.93,42.93,35400
2016-07-27,42.990002,44.27,42.990002,43.799999,43.799999,32300
2016-07-29,45.200001,45.369999,43.950001,44.75,44.75,53100
2016-08-02,44.740002,45.02,42.939999,43.93,43.93,69300
2016-08-03,46,48.540001,44,48.009998,48.009998,272900
2016-08-04,47.509998,48.110001,46.389999,47.959999,47.959999,96800
2016-08-08,49.310001,50.93,49.130001,50.529999,50.529999,95900
2016-08-09,50.84,51.41,50.220001,50.849998,50.849998,48700
2016-08-10,50.869999,51.869999,50.869999,51.369999,51.369999,86700
2016-08-11,51.84,53.110001,51.599998,51.709999,51.709999,97500
2016-08-15,51.529999,51.540001,50.27,50.43,50.43,68800
2016-08-16,49.5,50.709999,47.66,49.380001,49.380001,142700
2016-08-17,50.18,50.860001,49.639999,49.799999,49.799999,115800
2016-08-18,49.889999,51.950001,49.650002,51.360001,51.360001,85900
2016-08-19,52.43,55.400002,51.810001,55.400002,55.400002,336800
2016-08-22,55.259998,55.259998,53.599998,55.040001,55.040001,99000
2016-08-23,55.009998,56.299999,53.869999,53.959999,53.959999,99700
2016-08-24,54.290001,55.110001,52.650002,52.900002,52.900002,81800
2016-08-25,52.900002,53.139999,52.099998,52.610001,52.610001,113200
2016-08-26,52.509998,54.150002,52.509998,54.07,54.07,59300
2016-08-29,54.490002,54.490002,53.669998,53.849998,53.849998,42500
2016-08-30,54.48,54.48,53.5,54.02,54.02,27300
2016-08-31,54.049999,54.400002,53.639999,54.400002,54.400002,178500
2016-09-01,54.450001,54.450001,52.310001,53.349998,53.349998,95500
2016-09-02,53.400002,56.919998,53.349998,55.040001,55.040001,99400
2016-09-06,55.540001,55.950001,54.740002,55.580002,55.580002,57600
2016-09-07,56,56,54.639999,55.220001,55.220001,69900
2016-09-08,55.240002,56,54.720001,55.860001,55.860001,47900
2016-09-09,55.740002,55.779999,53.110001,53.549999,53.549999,83400
2016-09-12,52.990002,55.299999,52.220001,54.369999,54.369999,78200
2016-09-13,54.389999,54.540001,52.619999,53.529999,53.529999,65100
2016-09-14,53.990002,54.860001,53.560001,54,54,84300
2016-09-15,54.540001,55.305,53.880001,54.950001,54.950001,75000
2016-09-16,55.490002,55.490002,53.950001,54.68,54.68,98000
2016-09-19,55.209999,59.029999,55.060001,56.880001,56.880001,150300
2016-09-20,56.880001,57.25,54.880001,56.119999,56.119999,104500
2016-09-21,56.619999,58.52,56.400002,58.290001,58.290001,111000
2016-09-22,58.990002,58.990002,56.93,57.330002,57.330002,120200
2016-09-23,58.02,58.02,56.5,57.18,57.18,67100
2016-09-26,57.02,57.369999,56.52,56.98,56.98,48700
2016-09-27,57.279999,58.040001,57.110001,58.009998,58.009998,69800
2016-09-28,56.580002,57.040001,54,56.09,56.09,239900
2016-09-29,55.830002,57.580002,55.830002,56.59,56.59,97600
2016-09-30,56.830002,56.869999,56.099998,56.290001,56.290001,39200
2016-10-03,57.490002,57.490002,55.52,56.400002,56.400002,78700
2016-10-04,57.529999,57.990002,56.900002,57.27,57.27,93200
2016-10-05,57.790001,58.310001,57.25,57.880001,57.880001,72300
2016-10-06,57.880001,58,57.18,57.73,57.73,64600
2016-10-07,58,59.130001,57.66,59.099998,59.099998,63600
2016-10-11,58.950001,58.950001,55.669998,56.040001,56.040001,151900
2016-10-12,56.110001,56.66,55.330002,56.25,56.25,93600
2016-10-13,55.560001,55.82,53.310001,55.59,55.59,131700
2016-10-14,55.970001,57.299999,55.970001,56.310001,56.310001,75600
2016-10-17,56.240002,56.240002,54.799999,55.169998,55.169998,51700
2016-10-18,55.779999,55.880001,55.330002,55.759998,55.759998,53400
2016-10-19,55.759998,57.84,55.599998,57.009998,57.009998,72800
2016-10-20,57.619999,57.66,56.549999,57.150002,57.150002,49100
2016-10-21,57.360001,58.23,56.959999,57.959999,57.959999,85700
2016-10-24,58.5,59,58.299999,58.810001,58.810001,64700
2016-10-25,59,59,57.560001,58.080002,58.080002,63300
2016-10-26,58.110001,58.400002,57.389999,57.470001,57.470001,56100
2016-10-27,57.650002,58.259998,55.34,55.34,55.34,96400
2016-10-28,55.549999,55.709999,54.669998,54.700001,54.700001,82300
2016-10-31,55.25,55.889999,54.790001,55.580002,55.580002,47300
2016-11-01,56.099998,56.130001,54.75,54.939999,54.939999,37500
2016-11-02,56,60.209999,56,58.290001,58.290001,197600
2016-11-03,57.990002,57.990002,51.779999,54.040001,54.040001,211500
2016-11-04,54.450001,54.5,52.299999,52.52,52.52,78300
2016-11-07,54.43,54.43,52.970001,53.75,53.75,89300
2016-11-08,53.799999,55.259998,53.279999,55.02,55.02,74600
2016-11-09,53.509998,55.349998,53.029999,54.32,54.32,107100
2016-11-10,55.02,56,53.279999,54.02,54.02,94100
2016-11-11,54.07,54.07,52.759998,53.73,53.73,76100
2016-11-14,54.220001,54.220001,51.169998,51.360001,51.360001,93300
2016-11-15,50.84,54.290001,50.84,53.650002,53.650002,121400
2016-11-16,53.740002,54.619999,53.41,54.299999,54.299999,56500
2016-11-17,54.619999,56.91,54.299999,56.91,56.91,108100
2016-11-18,57.48,59.779999,57,59.549999,59.549999,150600
2016-11-21,59.700001,60.93,59,60.23,60.23,106000
2016-11-22,60.599998,60.599998,57.200001,57.810001,57.810001,103000
2016-11-23,58.220001,58.549999,57.490002,58.099998,58.099998,70900
2016-11-24,58.490002,59,58.459999,58.619999,58.619999,36900
2016-11-25,58.959999,59.040001,58.209999,58.990002,58.990002,44500
2016-11-28,58.82,58.82,56.799999,56.939999,56.939999,79100
2016-11-29,57.27,57.970001,57,57.330002,57.330002,56800
2016-11-30,57.959999,57.959999,55.889999,56.380001,56.380001,123800
2016-12-01,56,56.27,52.799999,52.860001,52.860001,233100
2016-12-02,52.830002,53.59,51.459999,52.080002,52.080002,207300
2016-12-05,53.02,54.560001,52.509998,54.02,54.02,127000
2016-12-06,54.990002,54.990002,53.450001,54.41,54.41,91200
2016-12-07,54.790001,54.790001,53.189999,54.110001,54.110001,98300
2016-12-08,54.450001,56.689999,53.66,56.169998,56.169998,121200
2016-12-09,56.869999,57.549999,55.110001,55.799999,55.799999,90300
2016-12-12,56.32,56.32,55.049999,55.380001,55.380001,74500
2016-12-13,55.369999,55.939999,55.02,55.459999,55.459999,46400
2016-12-14,55.540001,55.630001,54.439999,55.599998,55.599998,146900
2016-12-15,55.529999,57.189999,55.310001,56.619999,56.619999,83200
2016-12-16,57.139999,57.139999,56.040001,56.25,56.25,38900
2016-12-19,56.360001,57.389999,56.02,56.18,56.18,62900
2016-12-20,56.18,56.259998,55,55.290001,55.290001,59300
2016-12-21,55.66,55.66,54.48,54.650002,54.650002,49200
2016-12-22,54.950001,55.169998,53.75,54.299999,54.299999,81200
2016-12-23,54.98,56,54.400002,55.93,55.93,58400
2016-12-28,58.5,60,58.18,58.720001,58.720001,144200
2016-12-29,59.450001,59.450001,57.439999,58.18,58.18,67100
2016-12-30,58.470001,58.470001,57.25,57.700001,57.700001,31100
2017-01-03,58.220001,58.400002,56.599998,57.650002,57.650002,83600
2017-01-04,57.959999,59.02,57.150002,58.860001,58.860001,84700
2017-01-05,58.799999,63.43,58.5,63.16,63.16,268300
2017-01-06,62.98,63.049999,60.34,62.029999,62.029999,198500
2017-01-09,62.119999,62.860001,61.75,62.540001,62.540001,79200
2017-01-10,62.439999,64.739998,62.279999,63.34,63.34,131000
2017-01-11,63.75,64.470001,62.560001,63.740002,63.740002,144200
2017-01-12,64,64,62.560001,63.830002,63.830002,79700
2017-01-13,63.900002,64.879997,63.02,63.139999,63.139999,114900
2017-01-16,63.82,64,63.299999,64,64,30400
2017-01-17,64.370003,64.970001,63,64.610001,64.610001,144500
2017-01-18,64.989998,66.309998,64.220001,66.169998,66.169998,155700
2017-01-19,66.690002,68.209999,66.279999,67.470001,67.470001,175500
2017-01-20,67.959999,68.580002,66.5,66.709999,66.709999,167700
2017-01-23,67,67.129997,65.379997,65.529999,65.529999,159100
2017-01-24,66.220001,66.220001,64.5,65.230003,65.230003,159300
2017-01-25,65.889999,67.940002,65.68,67.040001,67.040001,114900
2017-01-26,68,68,66.309998,66.800003,66.800003,107200
2017-01-27,66.860001,67.800003,66.860001,67.699997,67.699997,107700
2017-01-30,67.970001,67.970001,65.470001,66.400002,66.400002,143400
2017-01-31,65.980003,66.129997,65.309998,66.040001,66.040001,66300
2017-02-01,67.230003,67.5,66.199997,66.699997,66.699997,65600
2017-02-02,66.540001,68.5,66.5,68.220001,68.220001,152000
2017-02-03,68.5,68.5,66.860001,67.889999,67.889999,99500
2017-02-06,68.300003,69,67.269997,68.93,68.93,74200
2017-02-07,69.459999,70.599998,69.330002,69.889999,69.889999,136600
2017-02-08,70.57,70.57,69.419998,70.239998,70.239998,118800
2017-02-09,70.639999,72.25,70.449997,71.690002,71.690002,138800
2017-02-10,72.410004,73.5,71.839996,72.239998,72.239998,176400
2017-02-13,73.300003,74.900002,72.370003,73.220001,73.220001,204100
2017-02-14,73.589996,73.589996,72.279999,73.239998,73.239998,167600
2017-02-15,72.910004,80.410004,71.230003,79.220001,79.220001,587700
2017-02-16,80,81.400002,77.779999,79.709999,79.709999,292100
2017-02-17,80,80.790001,78.68,80.660004,80.660004,166500
2017-02-21,82,84.050003,81.440002,82.889999,82.889999,254400
2017-02-22,83.099998,84.089996,81.410004,83.809998,83.809998,215800
2017-02-23,84.290001,84.290001,81.089996,82.25,82.25,224100
2017-02-24,81,81.389999,79.480003,81.169998,81.169998,264700
2017-02-27,81,81.120003,78.43,78.839996,78.839996,234200
2017-02-28,78.489998,80.660004,78.470001,78.870003,78.870003,214200
2017-03-01,79.989998,80.120003,78.800003,79.550003,79.550003,174700
2017-03-02,80.010002,81.150002,79.5,80.080002,80.080002,143400
2017-03-03,80.230003,80.989998,79.290001,80.650002,80.650002,127200
2017-03-06,80.629997,80.629997,78.620003,79.550003,79.550003,100200
2017-03-07,79.540001,81.330002,79.419998,80.760002,80.760002,124000
2017-03-08,81.349998,82.809998,80.830002,82.169998,82.169998,177100
2017-03-09,82.5,84.470001,81.959999,84.199997,84.199997,158400
2017-03-10,85.379997,86.5,84.199997,86.349998,86.349998,202600
2017-03-13,87,87.690002,86.010002,87.360001,87.360001,172700
2017-03-14,87.279999,87.32,85.599998,86.050003,86.050003,210500
2017-03-15,86.220001,86.559998,84.860001,86.389999,86.389999,210400
2017-03-16,86.769997,86.989998,85.980003,86.989998,86.989998,101400
2017-03-17,87.459999,89.82,86.919998,89.139999,89.139999,167200
2017-03-20,89.980003,92,89.550003,92,92,189800
2017-03-21,92.580002,95,89.080002,90,90,464500
2017-03-22,89.580002,90.339996,86.730003,88.910004,88.910004,229100
2017-03-23,89.349998,91.059998,89.040001,90.300003,90.300003,202500
2017-03-24,91.059998,93.68,90.620003,92.300003,92.300003,171800
2017-03-27,91.239998,94.529999,90.099998,94.459999,94.459999,240200
2017-03-28,94.620003,97.5,94.459999,96.739998,96.739998,303500
2017-03-29,97.68,97.68,94.800003,97,97,222000
2017-03-30,96.709999,96.870003,91.349998,92.32,92.32,457600
2017-03-31,90.410004,92.32,89.230003,90.709999,90.709999,352500
2017-04-03,90.919998,92.790001,90,92.790001,92.790001,195500
